Mod:Item:MetaData, Localized Name
miscutils:itemSmallSpringMaragingSteel250, Small Maraging Steel 250 Spring
miscutils:itemSmallSpringNichrome, Small Nichrome Spring
miscutils:itemSmallSpringStaballoy, Small Staballoy Spring
miscutils:itemSmallSpringBlackSteel, Small Black Steel Spring
miscutils:itemSmallSpringBlackTitanium, Small Black Titanium Spring
miscutils:itemFineWireWhiteMetal, Fine White Metal Wire
miscutils:itemFineWirePalladium, Fine Palladium Wire
miscutils:itemFineWireZirconium, Fine Zirconium Wire
miscutils:itemFineWireGrisium, Fine Grisium Wire
miscutils:itemFineWireBabbitAlloy, Fine Babbit Alloy Wire
miscutils:itemFineWireKoboldite, Fine Koboldite Wire
miscutils:itemFineWireHG1223, Fine HG-1223 Wire
miscutils:itemFineWireQuantum, Fine Quantum Wire
miscutils:itemHeavyPlatePotin, Heavy Potin Plate
miscutils:itemHeavyPlateWatertightSteel, Heavy Watertight Steel Plate
miscutils:itemHeavyPlateBronze, Heavy Bronze Plate
miscutils:itemHeavyPlateOsmiridium, Heavy Osmiridium Plate
miscutils:itemHeavyPlateQuantum, Heavy Quantum Plate
miscutils:itemHeavyPlateBlackSteel, Heavy Black Steel Plate
miscutils:itemHeavyPlateStainlessSteel, Heavy Stainless Steel Plate
miscutils:itemHeavyPlateEglinSteel, Heavy Eglin Steel Plate
miscutils:itemHeavyPlateMaragingSteel300, Heavy Maraging Steel 300 Plate
miscutils:itemHeavyPlateTalonite, Heavy Talonite Plate
miscutils:itemHeavyPlateHypogen, Heavy Hypogen Plate
miscutils:itemHeavyPlateRhugnor, Heavy Rhugnor Plate
miscutils:itemHeavyPlateAdvancedNitinol, Heavy Advanced Nitinol Plate
miscutils:itemHeavyPlateAstralTitanium, Heavy Astral Titanium Plate
miscutils:itemHeavyPlateCelestialTungsten, Heavy Celestial Tungsten Plate
miscutils:itemHeavyPlateWhiteMetal, Heavy White Metal Plate
miscutils:itemHeavyPlateBlackMetal, Heavy Black Metal Plate
miscutils:itemHeavyPlateAncientGranite, Heavy Ancient Granite Plate
miscutils:itemPlateSodium, Sodium Plate
miscutils:itemPlateMeatRaw, Fleshy Panel
miscutils:itemDustMixTumbaga, item.itemDustMixTumbaga.name
miscutils:itemDustSmallMixTumbaga, item.itemDustSmallMixTumbaga.name
miscutils:itemDustTinyMixTumbaga, item.itemDustTinyMixTumbaga.name
miscutils:dustNeptunium238, Neptunium 238 Dust
miscutils:itemDustDecayedRadium226, Decayed Radium 226 Dust
miscutils:itemDustSmallDecayedRadium226, Small Decayed Radium 226 Dust
miscutils:itemDustTinyDecayedRadium226, Tiny Decayed Radium 226 Dust
miscutils:dustRadium226, Radium 226 Dust
miscutils:dustTechnetium99, Technetium 99 Dust
miscutils:dustTechnetium99M, Technetium 99M Dust
miscutils:dustMolybdenum99, Molybdenum 99 Dust
miscutils:particleIon:0, Hydrogen Ion
miscutils:particleIon:1, Helium Ion
miscutils:particleIon:2, Lithium Ion
miscutils:particleIon:3, Beryllium Ion
miscutils:particleIon:4, Boron Ion
miscutils:particleIon:5, Carbon Ion
miscutils:particleIon:6, Nitrogen Ion
miscutils:particleIon:7, Oxygen Ion
miscutils:particleIon:8, Fluorine Ion
miscutils:particleIon:9, Neon Ion
miscutils:particleIon:10, Sodium Ion
miscutils:particleIon:11, Magnesium Ion
miscutils:particleIon:12, Aluminium Ion
miscutils:particleIon:13, Silicon Ion
miscutils:particleIon:14, Phosphorus Ion
miscutils:particleIon:15, Sulfur Ion
miscutils:particleIon:16, Chlorine Ion
miscutils:particleIon:17, Argon Ion
miscutils:particleIon:18, Potassium Ion
miscutils:particleIon:19, Calcium Ion
miscutils:particleIon:20, Scandium Ion
miscutils:particleIon:21, Titanium Ion
miscutils:particleIon:22, Vanadium Ion
miscutils:particleIon:23, Chromium Ion
miscutils:particleIon:24, Manganese Ion
miscutils:particleIon:25, Iron Ion
miscutils:particleIon:26, Cobalt Ion
miscutils:particleIon:27, Nickel Ion
miscutils:particleIon:28, Copper Ion
miscutils:particleIon:29, Zinc Ion
miscutils:particleIon:30, Gallium Ion
miscutils:particleIon:31, Germanium Ion
miscutils:particleIon:32, Arsenic Ion
miscutils:particleIon:33, Selenium Ion
miscutils:particleIon:34, Bromine Ion
miscutils:particleIon:35, Krypton Ion
miscutils:particleIon:36, Rubidium Ion
miscutils:particleIon:37, Strontium Ion
miscutils:particleIon:38, Yttrium Ion
miscutils:particleIon:39, Zirconium Ion
miscutils:particleIon:40, Niobium Ion
miscutils:particleIon:41, Molybdenum Ion
miscutils:particleIon:42, Technetium Ion
miscutils:particleIon:43, Ruthenium Ion
miscutils:particleIon:44, Rhodium Ion
miscutils:particleIon:45, Palladium Ion
miscutils:particleIon:46, Silver Ion
miscutils:particleIon:47, Cadmium Ion
miscutils:particleIon:48, Indium Ion
miscutils:particleIon:49, Tin Ion
miscutils:particleIon:50, Antimony Ion
miscutils:particleIon:51, Tellurium Ion
miscutils:particleIon:52, Iodine Ion
miscutils:particleIon:53, Xenon Ion
miscutils:particleIon:54, Caesium Ion
miscutils:particleIon:55, Barium Ion
miscutils:particleIon:56, Lanthanum Ion
miscutils:particleIon:57, Cerium Ion
miscutils:particleIon:58, Praseodymium Ion
miscutils:particleIon:59, Neodymium Ion
miscutils:particleIon:60, Promethium Ion
miscutils:particleIon:61, Samarium Ion
miscutils:particleIon:62, Europium Ion
miscutils:particleIon:63, Gadolinium Ion
miscutils:particleIon:64, Terbium Ion
miscutils:particleIon:65, Dysprosium Ion
miscutils:particleIon:66, Holmium Ion
miscutils:particleIon:67, Erbium Ion
miscutils:particleIon:68, Thulium Ion
miscutils:particleIon:69, Ytterbium Ion
miscutils:particleIon:70, Lutetium Ion
miscutils:particleIon:71, Hafnium Ion
miscutils:particleIon:72, Tantalum Ion
miscutils:particleIon:73, Tungsten Ion
miscutils:particleIon:74, Rhenium Ion
miscutils:particleIon:75, Osmium Ion
miscutils:particleIon:76, Iridium Ion
miscutils:particleIon:77, Platinum Ion
miscutils:particleIon:78, Gold Ion
miscutils:particleIon:79, Mercury Ion
miscutils:particleIon:80, Thallium Ion
miscutils:particleIon:81, Lead Ion
miscutils:particleIon:82, Bismuth Ion
miscutils:particleIon:83, Polonium Ion
miscutils:particleIon:84, Astatine Ion
miscutils:particleIon:85, Radon Ion
miscutils:particleIon:86, Francium Ion
miscutils:particleIon:87, Radium Ion
miscutils:particleIon:88, Actinium Ion
miscutils:particleIon:89, Thorium Ion
miscutils:particleIon:90, Protactinium Ion
miscutils:particleIon:91, Uranium Ion
miscutils:particleIon:92, Neptunium Ion
miscutils:particleIon:93, Plutonium Ion
miscutils:particleIon:94, Americium Ion
miscutils:particleIon:95, Curium Ion
miscutils:particleIon:96, Berkelium Ion
miscutils:particleIon:97, Californium Ion
miscutils:particleIon:98, Einsteinium Ion
miscutils:particleIon:99, Fermium Ion
miscutils:particleIon:100, Mendelevium Ion
miscutils:particleIon:101, Nobelium Ion
miscutils:particleIon:102, Lawrencium Ion
miscutils:particleIon:103, Rutherfordium Ion
miscutils:particleIon:104, Dubnium Ion
miscutils:particleIon:105, Seaborgium Ion
miscutils:particleIon:106, Bohrium Ion
miscutils:particleIon:107, Hassium Ion
miscutils:particleIon:108, Meitnerium Ion
miscutils:particleIon:109, Darmstadtium Ion
miscutils:particleIon:110, Roentgenium Ion
miscutils:particleIon:111, Copernicium Ion
miscutils:particleIon:112, Nihonium Ion
miscutils:particleIon:113, Flerovium Ion
miscutils:particleIon:114, Moscovium Ion
miscutils:particleIon:115, Livermorium Ion
miscutils:particleIon:116, Tennessine Ion
miscutils:particleIon:117, Oganesson Ion
miscutils:particleBase:0, Graviton
miscutils:particleBase:1, Up Quark
miscutils:particleBase:2, Down Quark
miscutils:particleBase:3, Charm Quark
miscutils:particleBase:4, Strange Quark
miscutils:particleBase:5, Top Quark
miscutils:particleBase:6, Bottom Quark
miscutils:particleBase:7, Electron
miscutils:particleBase:8, Electron Neutrino
miscutils:particleBase:9, Muon
miscutils:particleBase:10, Muon Neutrino
miscutils:particleBase:11, Tau
miscutils:particleBase:12, Tau Neutrino
miscutils:particleBase:13, Gluon
miscutils:particleBase:14, Photon
miscutils:particleBase:15, Z Boson
miscutils:particleBase:16, W Boson
miscutils:particleBase:17, Higgs Boson
miscutils:particleBase:18, Proton
miscutils:particleBase:19, Neutron
miscutils:particleBase:20, Lambda
miscutils:particleBase:21, Omega
miscutils:particleBase:22, Pion
miscutils:particleBase:23, ETA Meson
miscutils:particleBase:24, Unknown Particle
miscutils:gt.Volumetric_Flask_8k, Large Volumetric Flask
miscutils:gt.Volumetric_Flask_32k, Gigantic Volumetric Flask
miscutils:itemBoilerChassis:0, Advanced Boiler Chassis [Tier 1]
miscutils:itemBoilerChassis:1, Advanced Boiler Chassis [Tier 2]
miscutils:itemBoilerChassis:2, Advanced Boiler Chassis [Tier 3]
miscutils:itemDehydratorCoilWire:0, Coil Wire [EV]
miscutils:itemDehydratorCoilWire:1, Coil Wire [IV]
miscutils:itemDehydratorCoilWire:2, Coil Wire [LuV]
miscutils:itemDehydratorCoilWire:3, Coil Wire [ZPM]
miscutils:itemDehydratorCoil:0, Dehydrator Coil [EV]
miscutils:itemDehydratorCoil:1, Dehydrator Coil [IV]
miscutils:itemDehydratorCoil:2, Dehydrator Coil [LuV]
miscutils:itemDehydratorCoil:3, Dehydrator Coil [ZPM]
miscutils:itemAirFilter:0, Air Filter [Tier 1]
miscutils:itemAirFilter:1, Air Filter [Tier 2]
miscutils:itemLavaFilter, Lava Filter
miscutils:itemGrindleTablet, Git
miscutils:item.itemDragonJar, Dragon Capture Jar
miscutils:itemControlCore:0, Control Core [ULV]
miscutils:itemControlCore:1, Control Core [LV]
miscutils:itemControlCore:2, Control Core [MV]
miscutils:itemControlCore:3, Control Core [HV]
miscutils:itemControlCore:4, Control Core [EV]
miscutils:itemControlCore:5, Control Core [IV]
miscutils:itemControlCore:6, Control Core [LuV]
miscutils:itemControlCore:7, Control Core [ZPM]
miscutils:itemControlCore:8, Control Core [UV]
miscutils:itemControlCore:9, Control Core [MAX]
miscutils:itemDustPhthalicAnhydride, Phthalic Anhydride Dust
miscutils:itemDustSmallPhthalicAnhydride, Small Pile of Phthalic Anhydride Dust
miscutils:itemDustTinyPhthalicAnhydride, Tiny Pile of Phthalic Anhydride Dust
miscutils:itemDustLithiumHydroperoxide, Lithium Hydroperoxide Dust
miscutils:itemDustSmallLithiumHydroperoxide, Small Pile of Lithium Hydroperoxide Dust
miscutils:itemDustTinyLithiumHydroperoxide, Tiny Pile of Lithium Hydroperoxide Dust
miscutils:CoalGas, Coal Gas Cell
miscutils:Ethylbenzene, Ethylbenzene Cell
miscutils:Anthracene, Anthracene Cell
miscutils:CoalTar, Coal Tar Cell
miscutils:CoalTarOil, Coal Tar Oil Cell
miscutils:SulfuricCoalTarOil, Sulfuric Coal Tar Oil Cell
miscutils:Naphthalene, Naphthalene Cell
miscutils:PhthalicAcid, Phthalic Acid Cell
miscutils:itemDustFormaldehydeCatalyst, item.itemDustFormaldehydeCatalyst.name
miscutils:itemDustSmallFormaldehydeCatalyst, item.itemDustSmallFormaldehydeCatalyst.name
miscutils:itemDustTinyFormaldehydeCatalyst, item.itemDustTinyFormaldehydeCatalyst.name
miscutils:Kerosene, Kerosene Cell
miscutils:RP1Fuel, RP-1 Fuel Cell
miscutils:NitrogenTetroxide, Nitrogen Tetroxide Cell
miscutils:Hydrazine, Hydrazine Cell
miscutils:Monomethylhydrazine, Monomethylhydrazine Cell
miscutils:AmmoniumNitrateSlurry, Ammonium Nitrate Slurry Cell
miscutils:itemDustAmmoniumNitrate, item.itemDustAmmoniumNitrate.name
miscutils:itemDustSmallAmmoniumNitrate, item.itemDustSmallAmmoniumNitrate.name
miscutils:itemDustTinyAmmoniumNitrate, item.itemDustTinyAmmoniumNitrate.name
miscutils:LiquidHydrogen, Liquid Hydrogen Cell [LOH]
miscutils:Formaldehyde, Formaldehyde Cell
miscutils:RocketFuelMixA, H8N4C2O4 Rocket Fuel Cell
miscutils:RocketFuelMixB, RP-1 Rocket Fuel Cell
miscutils:RocketFuelMixC, CN3H7O3 Rocket Fuel Cell
miscutils:RocketFuelMixD, Dense Hydrazine Rocket Fuel Cell
miscutils:BurntLiFBeF2ThF4UF4, Cell of Used Reactor Fuel [LiFBeF2ThF4UF4]
miscutils:BurntLiFBeF2ZrF4UF4, Cell of Used Reactor Fuel [LiFBeF2ZrF4UF4]
miscutils:BurntLiFBeF2ZrF4U235, Cell of Used Reactor Fuel [LiFBeF2ZrF4U235]
miscutils:GeneticMutagen, Mutagen Cell
miscutils:itemDustManureByproducts, item.itemDustManureByproducts.name
miscutils:itemDustSmallManureByproducts, item.itemDustSmallManureByproducts.name
miscutils:itemDustTinyManureByproducts, item.itemDustTinyManureByproducts.name
miscutils:itemDustOrganicFertilizer, item.itemDustOrganicFertilizer.name
miscutils:itemDustSmallOrganicFertilizer, item.itemDustSmallOrganicFertilizer.name
miscutils:itemDustTinyOrganicFertilizer, item.itemDustTinyOrganicFertilizer.name
miscutils:itemDustDirt, item.itemDustDirt.name
miscutils:itemDustSmallDirt, item.itemDustSmallDirt.name
miscutils:itemDustTinyDirt, item.itemDustTinyDirt.name
miscutils:item.BasicAlgaeItem:0, §nBreedable Algae
miscutils:item.BasicAlgaeItem:1, §nBreedable Algae
miscutils:item.BasicAlgaeItem:2, §nBreedable Algae
miscutils:item.BasicAlgaeItem:3, §nBreedable Algae
miscutils:item.BasicAlgaeItem:4, §nBreedable Algae
miscutils:item.BasicAlgaeItem:5, §nBreedable Algae
miscutils:item.BasicAlgaeItem:6, §nBreedable Algae
miscutils:item.BasicAgrichemItem:0, Algae Biomass
miscutils:item.BasicAgrichemItem:1, Green Algae Biomass
miscutils:item.BasicAgrichemItem:2, Brown Algae Biomass
miscutils:item.BasicAgrichemItem:3, Golden-Brown Algae Biomass
miscutils:item.BasicAgrichemItem:4, Red Algae Biomass
miscutils:item.BasicAgrichemItem:5, Cellulose Fiber
miscutils:item.BasicAgrichemItem:6, Golden-Brown Cellulose Fiber
miscutils:item.BasicAgrichemItem:7, Red Cellulose Fiber
miscutils:item.BasicAgrichemItem:8, Compost
miscutils:item.BasicAgrichemItem:9, Wood Pellet
miscutils:item.BasicAgrichemItem:10, Wood Brick
miscutils:item.BasicAgrichemItem:11, Cellulose Pulp
miscutils:item.BasicAgrichemItem:12, Raw Bio Resin
miscutils:item.BasicAgrichemItem:13, Catalyst Carrier
miscutils:item.BasicAgrichemItem:14, Green Metal Catalyst
miscutils:item.BasicAgrichemItem:15, Alginic Acid
miscutils:item.BasicAgrichemItem:16, Alumina
miscutils:item.BasicAgrichemItem:17, Aluminium Pellet
miscutils:item.BasicAgrichemItem:18, Sodium Aluminate
miscutils:item.BasicAgrichemItem:20, Sodium Carbonate
miscutils:item.BasicAgrichemItem:21, Lithium Chloride
miscutils:item.BasicAgrichemItem:22, Mold (Pellet)
miscutils:item.BasicAgrichemItem:23, Clean Aluminium Mix
miscutils:item.BasicAgrichemItem:24, Pinecone
miscutils:item.BasicAgrichemItem:25, Crushed Pine Materials
miscutils:item.BioRecipeSelector:0, Programmed Bio Circuit
miscutils:RawWaste, Cell of Animal Waste
miscutils:ManureSlurry, Cell of Manure Slurry
miscutils:FertileManureSlurry, Cell of Fertile Slurry
miscutils:MudRedSlurry, Cell of Red Mud Slurry
miscutils:itemDustphenolicresins, item.itemDustphenolicresins.name
miscutils:itemDustSmallphenolicresins, item.itemDustSmallphenolicresins.name
miscutils:itemDustTinyphenolicresins, item.itemDustTinyphenolicresins.name
miscutils:itemIngotBakelite, Bakelite Ingot
miscutils:itemDustBakelite, Bakelite Dust
miscutils:itemDustSmallBakelite, Small Pile of Bakelite Dust
miscutils:itemDustTinyBakelite, Tiny Pile of Bakelite Dust
miscutils:itemNuggetBakelite, Bakelite Nugget
miscutils:itemPlateBakelite, Bakelite Plate
miscutils:itemPlateDoubleBakelite, Double Bakelite Plate
miscutils:itemIngotNylon, Nylon Ingot
miscutils:itemDustNylon, Nylon Dust
miscutils:itemDustSmallNylon, Small Pile of Nylon Dust
miscutils:itemDustTinyNylon, Tiny Pile of Nylon Dust
miscutils:itemNuggetNylon, Nylon Nugget
miscutils:itemPlateNylon, Nylon Plate
miscutils:itemPlateDoubleNylon, Double Nylon Plate
miscutils:itemIngotTeflon, Teflon Ingot
miscutils:itemDustTeflon, Teflon Dust
miscutils:itemDustSmallTeflon, Small Pile of Teflon Dust
miscutils:itemDustTinyTeflon, Tiny Pile of Teflon Dust
miscutils:itemNuggetTeflon, Teflon Nugget
miscutils:itemPlateTeflon, Teflon Plate
miscutils:itemPlateDoubleTeflon, Double Teflon Plate
miscutils:item.BasicGenericChemItem:0, Red Metal Catalyst
miscutils:item.BasicGenericChemItem:1, Yellow Metal Catalyst
miscutils:item.BasicGenericChemItem:2, Blue Metal Catalyst
miscutils:item.BasicGenericChemItem:3, Orange Metal Catalyst
miscutils:item.BasicGenericChemItem:4, Purple Metal Catalyst
miscutils:item.BasicGenericChemItem:5, Brown Metal Catalyst
miscutils:item.BasicGenericChemItem:6, Pink Metal Catalyst
miscutils:item.BasicGenericChemItem:7, Alumina Milling Ball
miscutils:item.BasicGenericChemItem:8, Soapstone Milling Ball
miscutils:item.BasicGenericChemItem:9, Sodium Ethoxide Dust
miscutils:item.BasicGenericChemItem:10, Sodium Ethyl Xanthate Dust
miscutils:item.BasicGenericChemItem:11, Potassium Ethyl Xanthate Dust
miscutils:item.BasicGenericChemItem:12, Potassium Hydroxide Dust
miscutils:item.T3RecipeSelector:0, Programmed Breakthrough Circuit
miscutils:nitrobenzene, Nitrobenzene Cell
miscutils:aniline, Aniline Cell
miscutils:boricacid, Boric Acid Cell
miscutils:polyurethane, Polyurethane Cell
miscutils:cyclohexane, Cyclohexane Cell
miscutils:cyclohexanone, Cyclohexanone Cell
miscutils:cadaverine, Cadaverine Cell
miscutils:putrescine, Putrescine Cell
miscutils:2Ethylanthraquinone, 2-Ethylanthraquinone Cell
miscutils:2Ethylanthrahydroquinone, 2-Ethylanthrahydroquinone Cell
miscutils:HydrogenPeroxide, Hydrogen Peroxide Cell
miscutils:LithiumPeroxide, Lithium Peroxide Cell
miscutils:CarbonDisulfide, Carbon Disulfide Cell
miscutils:milledSphalerite, Milled Sphalerite
miscutils:milledChalcopyrite, Milled Chalcopyrite
miscutils:milledNickel, Milled Nickel
miscutils:milledPlatinum, Milled Platinum
miscutils:milledPentlandite, Milled Pentlandite
miscutils:milledRedstone, Milled Redstone
miscutils:milledSpessartine, Milled Spessartine
miscutils:milledGrossular, Milled Grossular
miscutils:milledAlmandine, Milled Almandine
miscutils:milledPyrope, Milled Pyrope
miscutils:FrothZincflotation, Sphalerite Flotation Froth Cell
miscutils:FrothCopperflotation, Chalcopyrite Flotation Froth Cell
miscutils:FrothNickelflotation, Nickel Flotation Froth Cell
miscutils:FrothPlatinumflotation, Platinum Flotation Froth Cell
miscutils:FrothPentlanditeflotation, Pentlandite Flotation Froth Cell
miscutils:FrothRedstoneflotation, Redstone Flotation Froth Cell
miscutils:FrothSpessartineflotation, Spessartine Flotation Froth Cell
miscutils:FrothGrossularflotation, Grossular Flotation Froth Cell
miscutils:FrothAlmandineflotation, Almandine Flotation Froth Cell
miscutils:FrothPyropeflotation, Pyrope Flotation Froth Cell
miscutils:pineoil, Pine Oil Cell
miscutils:itemBombCasing, Bomb Casing
miscutils:itemBombUnf, Throwable Bomb (unf)
miscutils:itemDetCable, Bomb Fuse
miscutils:gtpp.throwable.bomb:0, Throwable Bomb
miscutils:gtpp.throwable.bomb:1, Throwable Bomb
miscutils:itemPotionChilly, Chilly Potion
miscutils:itemKeyBig4000DC's, 4000DC's Big Key
miscutils:itemGemDull, Dull Gemstone
miscutils:itemMushroomForest, Forest Mushroom
miscutils:item.thekeytothecity, The Key to the City
miscutils:item.modularbauble, Modular Bauble
miscutils:itemDustSoularium, Soularium Dust
miscutils:itemDustSmallSoularium, Small Pile of Soularium Dust
miscutils:itemDustTinySoularium, Tiny Pile of Soularium Dust
miscutils:itemDustRedstoneAlloy, Redstone Alloy Dust
miscutils:itemDustSmallRedstoneAlloy, Small Pile of Redstone Alloy Dust
miscutils:itemDustTinyRedstoneAlloy, Tiny Pile of Redstone Alloy Dust
miscutils:itemDustElectricalSteel, Electrical Steel Dust
miscutils:itemDustSmallElectricalSteel, Small Pile of Electrical Steel Dust
miscutils:itemDustTinyElectricalSteel, Tiny Pile of Electrical Steel Dust
miscutils:itemDustPulsatingIron, Pulsating Iron Dust
miscutils:itemDustSmallPulsatingIron, Small Pile of Pulsating Iron Dust
miscutils:itemDustTinyPulsatingIron, Tiny Pile of Pulsating Iron Dust
miscutils:itemDustEnergeticAlloy, Energetic Alloy Dust
miscutils:itemDustSmallEnergeticAlloy, Small Pile of Energetic Alloy Dust
miscutils:itemDustTinyEnergeticAlloy, Tiny Pile of Energetic Alloy Dust
miscutils:itemDustVibrantAlloy, Vibrant Alloy Dust
miscutils:itemDustSmallVibrantAlloy, Small Pile of Vibrant Alloy Dust
miscutils:itemDustTinyVibrantAlloy, Tiny Pile of Vibrant Alloy Dust
miscutils:itemDustConductiveIron, Conductive Iron Dust
miscutils:itemDustSmallConductiveIron, Small Pile of Conductive Iron Dust
